sofifa_id,long_name,short_name,overall
198705,Andy Aryel Najar Rodríguez,A. Najar,72
199550,Bruno Martins Indi,B. Martins Indi,72
200094,Magomed Ozdoev,M. Ozdoev,72
200765,Muhamed Bešić,M. Bešić,72
201342,Frederik Hillesborg Sørensen,F. Sørensen,72
201438,Hannes Van Der Bruggen,H. Van Der Bruggen,72
201877,Mats  Møller Dæhli,M. Møller Dæhli,72
202547,Jean-Christophe Bahebeck,J. Bahebeck,72
203304,Britt Assombalonga,B. Assombalonga,72
203435,Ismaël Tiémoko Diomandé,I. Diomandé,72
203780,Frédéric Veseli,F. Veseli,72
204163,Tetchi Jores Charlemagne Ulrich Okore,J. Okore,72
204412,George Saville,G. Saville,72
208159,Michael Frey,M. Frey,72
208892,Sam Byram,S. Byram,72
211099,Opa N'Guette,O. Nguette,72
211738,Mark Flekken,M. Flekken,72
212225,Enzo Pablo Roco Roco,E. Roco,72
212424,Wil Trapp,W. Trapp,72
213092,Samuel Piette,S. Piette,72
213813,Alexander Fransson,A. Fransson,72
214323,Guillermo León Celis Montiel,G. Celis,72
214358,Juan Pablo Nieto Salazar,J. Nieto,72
214622,Jeremy Toljan,J. Toljan,72
215070,Guillermo Ortíz,G. Ortíz,72
215076,Lorenzo Faravelli,L. Faravelli,72
217085,Víctor Hugo García Hernández,V. García,72
217242,久保 裕也,Y. Kubo,72
220061,Norbert Gyömbér,N. Gyömbér,72
220084,César Falletti,C. Falletti,72
220355,Alexander Alegría Moreno,Alex Alegría,72
220513,Federico Ricci,F. Ricci,72
220685,Leonardo B. Lohner Maia,Léo Bonatini,72
221250,Gerónimo Gastón Poblete,G. Poblete,72
221269,Jaïro Riedewald,J. Riedewald,72
221797,Erik Thommy,E. Thommy,72
222959,Stefano Moreo,S. Moreo,72
223283,Famara Diedhiou,F. Diedhiou,72
224368,Moussa Doumbia,M. Doumbia,72
224719,Aleksandr Tashaev,A. Tashaev,72
225114,Mimoun Mahi,M. Mahi,72
227227,Daniel Álvarez López,D. Álvarez,72
227785,Cristian Guanca,C. Guanca,72
228981,Yohan Boli,Y. Boli,72
229404,Amro Tarek Abdel Aziz,A. Tarek,72
231601,Adriàn Dalmau Vaquer,Dalmau,72
233600,Amr Warda,A. Warda,72
234716,Joseph Attamah,J. Attamah,72
234875,Lucas Höler,L. Höler,72
234933,Aleksandar Sedlar,A. Sedlar,72
235002,Lazar Rosić,L. Rosić,72
235047,Jonathan Diego Menéndez,J. Menéndez,72
235210,Pedro Filipe Barbosa Moreira,Pedrinho,72
235812,Giorgi Kvilitaia,G. Kvilitaia,72
235996,Nicolas Moumi Ngamaleu,N. Moumi Ngamaleu,72
237153,Latif Blessing,L. Blessing,72
237419,Amir Abedzadeh,A. Abedzadeh,72
238830,Alexandre Garcia Guedes,Alexandre Guedes,72
239073,Christopher Antwi-Adjej,C. Antwi-Adjej,72
239322,Christoph Zimmermann,C. Zimmermann,72
241731,Yoel Bárcenas,Y. Bárcenas,72
241775,Jawad El Yamiq,J. El Yamiq,72
244381,Artem Shabanov,A. Shabanov,72
244709,Marko Jevtović,M. Jevtović,72
247036,Abdulla Yusuf Helal,A. Helal,72
186158,Kyle Bartley,K. Bartley,72
186695,Ezequiel Muñoz,E. Muñoz,72
187208,Alfredo Saldívar Medina,A. Saldívar,72
188538,Vincent Julien Sasso,V. Sasso,72
190549,Markus Henriksen,M. Henriksen,72
193182,Wes Foderingham,W. Foderingham,72
193336,Vid Belec,V. Belec,72
200138,Michael Hector,M. Hector,72
203038,Gustavo Lucas Domingues Piazon,Lucas Piazon,72
203633,Massimo Bruno,M. Bruno,72
204826,Abdoulaye Ba,A. Ba,72
205210,Oscar Lewicki,O. Lewicki,72
205343,Jean-Daniel Akpa Akpro,J. Akpa Akpro,72
208160,Darko Jevtić,D. Jevtić,72
208862,Jimmy Giraudon,J. Giraudon,72
210814,Julián Velázquez,J. Velázquez,72
213750,Ken Sema,K. Sema,72
213937,Ager Aketxe Barrutia,Aketxe,72
215010,Emanuel Brítez,E. Brítez,72
216191,Dankler Luís de Jesus Pedreira,Dankler,72
216289,Mark Diemers,M. Diemers,72
216520,Javier Güemez López,J. Güemez,72
217007,Mame Baba Thiam,M. Thiam,72
221370,Mohammed Al Buraik,M. Al Buraik,72
223593,Javier Correa,J. Correa,72
223922,Andreas Bouchalakis,A. Bouchalakis,72
224003,Sergio Herrera Pirón,Sergio Herrera,72
224459,Víctor Salazar,V. Salazar,72
225206,Khaled Narey,K. Narey,72
225402,Bruno Miguel Boialvo Gaspar,Bruno Gaspar,72
229282,Thiago Santos Santana,Thiago Santana,72
230117,Jhonatan Luiz da Siqueira,Jhonatan,72
235544,Samir Memišević,S. Memišević,72
240034,Lukáš Štetina,L. Štetina,72
184436,Alex Smithies,A. Smithies,72
186156,Luke Ayling,L. Ayling,72
188485,Diego Fabián Polenta Musetti,D. Polenta,72
189300,Mattias Johansson,M. Johansson,72
190780,Sean  Johnson,S. Johnson,72
192495,Romaine Sawyers,R. Sawyers,72
192567,Matthias Zimmermann,M. Zimmermann,72
193910,Adam Forshaw,A. Forshaw,72
194015,Julian Börner,J. Börner,72
199151,Juan Manuel Iturbe Arévalo,J. Iturbe,72
199244,Lukáš Hejda,L. Hejda,72
199504,Taulant Xhaka,T. Xhaka,72
199651,Fernando Canesín Matos,Fernando Canesín,72
199809,Tino-Sven Sušić,T. Sušić,72
200519,Jorge Pulido Mayoral,Pulido,72
200918,Christoph Knasmüllner,C. Knasmüllner,72
201290,Robert Žulj,R. Žulj,72
201363,Ryder Matos Santos,R. Matos,72
201368,Kenny McLean,K. McLean,72
201751,István Kovács,I. Kovács,72
203581,Iván Balliu Campeny,I. Balliu,72
203725,Virgil  Misidjan,V. Misidjan,72
203782,Ahmad Benali,A. Benali,72
203783,Tommy Smith,T. Smith,72
204250,Marcello Trotta,M. Trotta,72
204684,Mats Seuntjens,M. Seuntjens,72
205243,Molla Wagué,M. Wagué,72
205401,Valeri  Qazaishvili,Vako,72
206577,Stef Peeters,S. Peeters,72
207676,Rafael da Silva,Rafael Silva,72
208045,Oussama Tannane,O. Tannane,72
208052,Andy Yiadom,A. Yiadom,72
209430,Renaud Ripart,R. Ripart,72
209485,Alexander Mühling,A. Mühling,72
210377,João Carlos Vilaça Teixeira,João Teixeira,72
210603,Yasser Al Shahrani,Y. Al Shahrani,72
210879,Aljaž Struna,A. Struna,72
210923,Mohammed Khalil Al Owais,M. Al Owais,72
211556,Carlos Hernández Alarcón,Carlos Hernández,72
211891,Andreas Voglsammer,A. Voglsammer,72
212478,Gyasi Zardes,G. Zardes,72
213030,Jordan Marié,J. Marié,72
214129,Jaine Stiven Barreiro Solis,S. Barreiro,72
214168,Jorge Luis Rojas Meza,J. Rojas,72
214671,Rodrigo Gómez,R. Gómez,72
215139,Emanuel Olivera,E. Olivera,72
215181,Gino Peruzzi,G. Peruzzi,72
215927,Renaud Emond,R. Emond,72
216283,Danilo Teodoro Soares,Danilo,72
218216,Farouk Ben Mustapha,F. Ben Mustapha,72
219496,Simeon Tochukwu Nwankwo,Simy,72
219652,Roberto Ibáñez Castro,Rober Ibáñez,72
223489,Aleksandar Pešić,A. Pešić,72
223685,Octavio Rivero,O. Rivero,72
224508,Leonardo Mancuso,L. Mancuso,72
224975,Tiago Pagnussat,Tiago,72
225060,Motaz Hawsawi,M. Hawsawi,72
227591,Alexis Pedro Canelo,A. Canelo,72
228124,Matej Jonjić,M. Jonjić,72
228312,Robin Lod,R. Lod,72
230560,Arnold Issoko,A. Issoko,72
232183,Ngoran Suiru Fai Collins,C. Fai,72
234949,João Pedro Reis Amaral,João Amaral,72
239593,Kaveh Rezaei,K. Rezaei,72
243867,Ousmane Kanté,O. Kanté,72
245062,Julio González,J. González,72
248020,Bogdan Planić,B. Planić,72
46175,Markus Rosenberg,M. Rosenberg,72
48745,Fabricio Coloccini,F. Coloccini,72
53110,Craig  Gordon,C. Gordon,72
53739,Lee Grant,L. Grant,72
54033,Tom Huddlestone,T. Huddlestone,72
102064,Claudio Terzi,C. Terzi,72
121937,Michael Rensing,M. Rensing,72
137361,Giampaolo Pazzini,G. Pazzini,72
137460,Alessandro Rosina,A. Rosina,72
137774,Domenico Maietta,D. Maietta,72
140196,远藤 保仁,Y. Endo,72
142258,Sammy Bossut,S. Bossut,72
142499,Aitor Sanz Martín,Aitor Sanz,72
142592,Israel Alejandro Damonte,I. Damonte,72
142762,Jonathan Pablo Bottinelli,J. Bottinelli,72
143598,Luciano Darío Pocrnjic,L. Pocrnjic,72
149258,Alex Cordaz,A. Cordaz,72
150590,Christophe Jallet,C. Jallet,72
152922,Édgar Osvaldo Barreto Cáceres,E. Barreto,72
155463,Marius Valerică Găman,V. Găman,72
156483,Cristian David Lucchetti,C. Lucchetti,72
157219,Gastón Nicolás Fernández,G. Fernández,72
157804,Scott  Carson,S. Carson,72
158375,Nana Kwesi Asare,N. Asare,72
158394,Ken Reichel,K. Reichel,72
158851,Jean André Emanuel Beausejour Coliqueo,J. Beausejour,72
158956,Julio Alberto Barroso,J. Barroso,72
159043,Jonathan Pitroipa,J. Pitroipa,72
163056,Nereo Champagne,N. Champagne,72
163261,Phil Bardsley,P. Bardsley,72
163419,Bacary Sagna,B. Sagna,72
163492,Nicolas Lombaerts,N. Lombaerts,72
163873,Eduardo dos Reis Carvalho,Eduardo,72
164505,Bradley Guzan,B. Guzan,72
164985,Cyril Théréau,C. Théréau,72
165321,Stephen Ward,S. Ward,72
165493,Nicolás Gastón Navarro,N. Navarro,72
167599,Rasmus Elm,R. Elm,72
167601,Kirill Nababkin,K. Nababkin,72
167812,Semih Kaya,S. Kaya,72
167933,Yannick Cahuzac,Y. Cahuzac,72
167936,Jérémy Sorbon,J. Sorbon,72
168930,Julián Omar Ramos Suárez,Omar Ramos,72
169345,Markus Suttner,M. Suttner,72
169386,Sergio Floccari,S. Floccari,72
169596,Ryan Shawcross,R. Shawcross,72
170039,Ryan Shotton,R. Shotton,72
171087,Christian Fernández Salas,Christian Fernández,72
172013,Alberto De La Bella Madureño,De la Bella,72
172077,José María Basanta,J. Basanta,72
172317,David Fernández Cortázar,David Fernández,72
172649,Onur Kaya,O. Kaya,72
172882,Panagiotis Giorgios Kone,P. Kone,72
173132,Federico Dionisi,F. Dionisi,72
173162,Fabio Giovanni Ceravolo,F. Ceravolo,72
173370,Benny Feilhaber,B. Feilhaber,72
175391,Mateus Galiano da Costa,Mateus,72
175932,Ritchie De Laet,R. De Laet,72
176345,권순태 权纯泰,Kwoun Sun Tae,72
176346,최철순 崔喆淳,Choi Chul Soon,72
176619,Gustavo Adrián Ramos Vásquez,A. Ramos,72
176841,Lukas Jutkiewicz,L. Jutkiewicz,72
176903,Manuel Rolando Iturra Urrutia,M. Iturra,72
177522,Jesús Manuel  Santana Abreu,Suso Santana,72
177782,Hakan Özmert,H. Özmert,72
177790,Artur Jędrzejczyk,A. Jędrzejczyk,72
178087,Alberto  Bueno Calvo,Bueno,72
178171,Sergio Sánchez Ortega,Sergio Sánchez,72
178393,Alessio Cerci,A. Cerci,72
178475,Daniel Ciofani,D. Ciofani,72
178571,Rafael Wihby Bracalli,Bracali,72
178600,Uğur Demirok,U. Demirok,72
179565,Mario Gavranović,M. Gavranović,72
179891,Marcel Heller,M. Heller,72
179972,Eren Derdiyok,E. Derdiyok,72
180281,Luiz Fernando Pereira da Silva,Fernandinho Silva,72
180754,中村 宪剛,K. Nakamura,72
180818,David McGoldrick,D. McGoldrick,72
181256,Matúš Kozáčik,M. Kozáčik,72
181375,Marcelo Martins Moreno,M. Martins,72
181479,Alex Wilkinson,A. Wilkinson,72
182343,蒿俊闵,Hao Junmin,72
182411,汉超于,Yu Hanchao,72
182435,Mitchell Langerak,M. Langerak,72
183068,Claudio Beauvue,C. Beauvue,72
183177,Lucas Barrios,L. Barrios,72
183211,Milan Škoda,M. Škoda,72
183220,Jan Morávek,J. Morávek,72
183287,Fabien Lemoine,F. Lemoine,72
183361,Anthony Weber,A. Weber,72
183567,Erwin Mulder,E. Mulder,72
183955,Teddy Chevalier,T. Chevalier,72
183982,Nolan Roux,N. Roux,72
184136,Orlando Carlos Braga de Sá,Orlando Sá,72
184139,Ricardo Abel Barbosa Ferreira,Ricardo Ferreira,72
184220,Mix Diskerud,M. Diskerud,72
185010,Michał Pazdan,M. Pazdan,72
185144,Massimo Coda,M. Coda,72
185260,Deniz Kadah,D. Kadah,72
185394,Vegard Forren,V. Forren,72
185427,Ørjan  Håskjold Nyland,O. Nyland,72
186347,Maciej Rybus,M. Rybus,72
186385,Adam Clayton,A. Clayton,72
186567,Abdul Khaled Akiola Adénon,K. Adénon,72
186598,Kyle Naughton,K. Naughton,72
186651,Güray Vural,G. Vural,72
186681,Alberto García Cabrera,Alberto,72
186783,Albert Danquah Adomah,A. Adomah,72
186805,Jefferson Antonio Montero Vite,J. Montero,72
186941,Raphael Wolf,R. Wolf,72
187084,Mame Biram Diouf,M. Diouf,72
187478,Jair Pereira Rodríguez,J. Pereira,72
188000,Sandro Manoel dos Santos,Sandro Manoel,72
188070,Ronald Alejandro Vargas Aranguren,R. Vargas,72
188124,Simão Mate Júnior,Simao Mate,72
188157,Lex Immers,L. Immers,72
188269,Roberto Carlos Gutiérrez Gamboa,R. Gutiérrez,72
188334,Fabrizio Cacciatore,F. Cacciatore,72
188335,Ante Budimir,A. Budimir,72
188416,Stijn Wuytens,S. Wuytens,72
188499,Manuel Iori,M. Iori,72
188506,Riccardo Meggiorini,R. Meggiorini,72
188541,Pasquale Schiattarella,P. Schiattarella,72
188616,Marco Sau,M. Sau,72
188871,Libor Kozák,L. Kozák,72
188930,Laureano Sanabria Ruiz,Laure,72
188949,Luca Siligardi,L. Siligardi,72
189118,Thiago Rangel Cionek,Thiago Cionek,72
189342,Carlo Pinsoglio,C. Pinsoglio,72
189397,Florian Jungwirth,F. Jungwirth,72
189436,Lorenzo Ariaudo,L. Ariaudo,72
189485,Diego Farías da Silva,Diego Farías,72
189557,Andrea Rispoli,A. Rispoli,72
189661,Álvaro Giménez Candela,Álvaro,72
189680,Fábio Pereira da Silva,Fábio,72
189707,Angelo Esmael da Costa Júnior,Da Costa,72
189715,Marko Vejinović,M. Vejinović,72
189723,Kristiano Samuel Armenteros Nunez Mendoza Jansson,S. Armenteros,72
189923,Costa Nhamoinesu,C. Nhamoinesu,72
189945,Yoric Ravet,Y. Ravet,72
190084,Panagiotis Tachtsidis,P. Tachtsidis,72
190356,Hélder Tiago  Pinto Moura Guedes,Guedes,72
190424,Enock Kofi Adu,E. Adu,72
190430,Joe Bennett,J. Bennett,72
190560,Omar Alejandro González,O. Gonzalez,72
190593,Danijel Aleksić,D. Aleksić,72
190664,Julian Schieber,J. Schieber,72
190671,Mike Frantz,M. Frantz,72
190772,Matt Besler,M. Besler,72
190942,Kian Hansen,K. Hansen,72
191269,Salman Mohammed Al Faraj,S. Al Faraj,72
191388,宇佐美 貴史,T. Usami,72
191547,興梠 慎三,S. Koroki,72
192026,Elierce Barbosa de Souza,Souza,72
192128,Miiko Martín Albornoz Inola,M. Albornoz,72
192129,Kristoffer Nordfeldt,K. Nordfeldt,72
192205,Rene Krhin,R. Krhin,72
192321,Christopher Buchtmann,C. Buchtmann,72
192362,Luciano Narsingh,L. Narsingh,72
192540,Mark Duffy,M. Duffy,72
192665,Andreas Luthe,A. Luthe,72
192778,Ilombe Mboyo,I. Mboyo,72
192904,Guram Kashia,G. Kashia,72
193077,Diego Falcinelli,D. Falcinelli,72
193254,Christopher Trimmel,C. Trimmel,72
193278,Chris Mavinga,C. Mavinga,72
193420,Manuel Schmiedebach,M. Schmiedebach,72
193495,André Filipe Bernardes Santos,André Santos,72
193550,Beram Kayal,B. Kayal,72
193632,Arvydas Novikovas,A. Novikovas,72
193780,Izet Hajrović,I. Hajrović,72
193884,Sam Clucas,S. Clucas,72
194082,Flavio Emmanuel Lopes Paixão,Flavio Paixão,72
194174,Sergio Gontán Gallardo,Keko,72
194964,Nathaniel Mendez-Laing,N. Mendez-Laing,72
197439,Felix Wiedwald,F. Wiedwald,72
198067,Jacques François Moubandje,F. Moubandje,72
198076,Aymen Abdennour,A. Abdennour,72
198136,Antonino Ragusa,A. Ragusa,72
198261,Tim Ream,T. Ream,72
198426,Gonzalo Pablo Castellani,G. Castellani,72
198429,Stanislav Tecl,S. Tecl,72
198451,Daniel José Rodríguez Vázquez,Dani Rodríguez,72
198630,Álvaro Arroyo Martínez,Álvaro Arroyo,72
198857,Simone Romagnoli,S. Romagnoli,72
199183,김보경 金甫炅,Kim Bo Kyung,72
199266,지동원 池东沅,Ji Dong Won,72
199288,Anthony Losilla,A. Losilla,72
199412,Sebastião de Freitas Couto Júnior,Sebá,72
199419,Yoann Court,Y. Court,72
199511,Wesley Lautoa,W. Lautoa,72
199776,Luca Caldirola,L. Caldirola,72
199781,Romain Métanire,R. Métanire,72
199897,Nicolas Höfler,N. Höfler,72
199964,Marco Jhonnier Pérez Murillo,M. Pérez,72
200108,Nicolai Møller Boilesen,N. Boilesen,72
200271,Diogo Ferreira Salomão,Salomão,72
200275,Youness Mokhtar,Y. Mokhtar,72
200517,Carles Planas Antolínez,Carles Planas,72
200521,Tom Ince,T. Ince,72
200735,Joan Isaac Cuenca López,Isaac Cuenca,72
201041,Lionel Carole,L. Carole,72
201129,Tomáš Přikryl,T. Přikryl,72
201145,Mickaël Le Bihan,M. Le Bihan,72
201220,Ledian Memushaj,L. Memushaj,72
201285,Christian Gytkjær,C. Gytkjær,72
201304,Bashkim Kadrii,B. Kadrii,72
201509,Juan Carlos Pérez López,Juankar,72
201529,Marco Capuano,M. Capuano,72
202107,Alfredo Morales,A. Morales,72
202115,Matthias Ostrzolek,M. Ostrzolek,72
202157,Aziz Eraltay Behich,A. Behich,72
202184,João Jimmy Plata Cotera,J. Plata,72
202559,Yohandry José Orozco Cujía,Y. Orozco,72
202986,신진호 申振豪,Sin Jin Ho,72
203439,Matteo Tosetti,M. Tosetti,72
203544,Chris Löwe,C. Löwe,72
203703,Walid Soliman,W. Soliman,72
203774,Welthon Fiel Sampaio,Welthon,72
203793,Aron Jóhannsson,A. Jóhannsson,72
203889,Yoann Touzghar,Y. Touzghar,72
203929,Jón Guðni Fjóluson,J. Fjóluson,72
204307,Julian Korb,J. Korb,72
204337,Jonathan Guillermo Nuñez Espinoza,G. Núñez,72
204338,Christophe Kerbrat,C. Kerbrat,72
204555,Ricardo Gabriel Álvarez,R. Álvarez,72
204776,Toni Leistner,T. Leistner,72
204904,Moritz Bauer,M. Bauer,72
204977,Iván Rodrigo Piris Leguizamón,I. Piris,72
205408,Santiago Juan Gentiletti Selak,S. Gentiletti,72
205630,Luciano Abecasis,L. Abecasis,72
205735,Manuel Pucciarelli,M. Pucciarelli,72
205941,Cristian Chávez,C. Chávez,72
206124,Willard Katsande,W. Katsande,72
206316,Tal Ben Haim,T. Ben Haim,72
207472,酒井 髙徳,G. Sakai,72
207553,Marcus Rohdén,M. Rohdén,72
207733,Filipe Augusto Carvalho Souza,Filipe Augusto,72
208017,Ivan Santini,I. Santini,72
208114,Patrick De Oliveira Vieira,Patrick,72
208277,Olivier Junior Boumal,O. Boumal,72
208374,Andrew Wooten,A. Wooten,72
208440,Marcus Danielsson,M. Danielson,72
208949,Nawaf Shaker Al Abid,N. Al Abed,72
210258,Renato João Saleiro Santos,Renato Santos,72
210321,Romell Quioto,R. Quioto,72
210374,Juan Pablo Vigón,J. Vigón,72
210434,Fouad Chafik,F. Chafik,72
210722,Júlio Carolino Tavares,Júlio Tavares,72
211287,Moryké Fofana,M. Fofana,72
211626,Damian Kądzior,D. Kądzior,72
211920,Marco Grüttner,M. Grüttner,72
212408,Frédéric Mendy,Frédéric Mendy,72
212607,Maxime Chanot,M. Chanot,72
212879,Sven Michel,S. Michel,72
213107,George Țucudean,G. Țucudean,72
213498,Serge-Junior Martinsson Ngouali,S. Martinsson Ngouali,72
213619,Sebastián Sáez,S. Sáez,72
213846,Cristian Fernando Suarez Figueroa,C. Suárez,72
214169,William José Tesillo Gutiérrez,W. Tesillo,72
214327,Vladimir Javier Hernández Rivero,V. Hernández,72
214350,Michael Jhon Ander Rangel Valencia,M. Rangel,72
214373,Antony Domingo Silva Cano,A. Silva,72
214376,Darwin Zamir Andrade Marmolejo,D. Andrade,72
214393,Danovis Banguero Lerma,D. Banguero,72
214562,David Leonardo Castro Cortés,L. Castro,72
214662,Reinaldo Lenis Montes,R. Lenis,72
214717,Lorenzo Enrique Reyes Vicencio,L. Reyes,72
215144,Emanuel Insúa,E. Insúa,72
215186,Jonathan Copete,J. Copete,72
215262,Fernando Márquez,F. Márquez,72
215294,Cristian Menéndez,C. Menéndez,72
215321,Jonathan Schunke,J. Schunke,72
215391,Ibrahima Seck,I. Seck,72
216036,Rafael Delgado,R. Delgado,72
216072,Gaetano Letizia,G. Letizia,72
216356,Josip Pivarić,J. Pivarić,72
216376,Marco Sangalli Fuentes,Marco Sangalli,72
216482,Bryan Pelé,B. Pelé,72
217646,西川 周作,S. Nishikawa,72
217844,Djavan da Silva Ferreira,Djavan,72
217852,Kevin Molino,K. Molino,72
218050,Mohamed Aberhoune,M. Abarhoun,72
218623,Carlos Miguel Ribeiro Dias,Cafú,72
219181,Pedro Miguel Amorim Pereira Silva,Pedro Tiba,72
219525,Ezequiel Osvaldo Cerutti,E. Cerutti,72
219758,Luca Rizzo,L. Rizzo,72
219771,Gabriel Augusto Xavier,Gabriel Xavier,72
221434,Dieter Daniel Villalpando Pérez,D. Villalpando,72
221553,Viðar Örn Kjartansson,V. Kjartansson,72
221610,Dénes Dibusz,D. Dibusz,72
221820,张稀哲,Zhang Xizhe,72
221969,Filip Mladenović,F. Mladenović,72
222204,曹赟定,Cao Yunding,72
222553,Sebastian Griesbeck,S. Griesbeck,72
223243,Victor Emanuel Aguilera,V. Aguilera,72
223247,Nelson Acevedo,N. Acevedo,72
223248,Juan Martín Lucero,J. Lucero,72
223543,Jonathan Renato Barbosa,Jonathan Cafú,72
223615,Christian Chimino,C. Chimino,72
223879,Leonardo Javier Ramos,L. Ramos,72
224104,Damián Alberto Martínez,D. Martínez,72
224367,Germán Lanaro,G. Lanaro,72
224507,Andrea Schenetti,A. Schenetti,72
225701,Pedro Gallese,P. Gallese,72
225880,Jorge Moreira,J. Moreira,72
226075,Michalis Bakakis,M. Bakakis,72
226203,Joevin Jones,J. Jones,72
227530,Damián Oscar Lemos,D. Lemos,72
229321,Amilton Minervino da Silva,Amilton,72
230231,Jorge Pietro Carvalho Porfírio,Jorge Carvallinho,72
230257,Clayton Fábio Fildeiras Cachoeira,Clayton Fildeiras,72
230278,Carleto Adilson Costinha Caldeira,Carleto Costinha,72
230281,Mauro Guilherme Ribeiro Rangel,Mauro Riboas,72
230289,Santiago André da Bruma Reis,Santi da Bruma,72
230291,Thiago Claudnei Almeida Reis,Thiago Alminxa,72
230296,Cristian Enzo Lodeira Araujo,Cristian Lodeira,72
230298,Walter Elias Silvieiro Borges,Walter Silvieiro,72
230302,Josué Durval da Feira Cunha,Josué da Feira,72
230333,Jonas Welson Damasto Orsi,Jonas Damasto,72
230341,Joshua Eduardo Sá Madeira,Joshuando Sá,72
230344,Jeff Nazario Meire Costinho,Jeff Meirson,72
230390,Alex Martin Frandeira Álvares,Alexandre Frandeira,72
230421,Otávio Alberto Vila Mascarenhas,Otávinho Vila,72
230424,Leonardo Luis Sandelas Junior,Sandelas Júnior,72
230429,Timoteo Samuel Triano Branco,Timo Triano,72
230434,Miguel Edson Pimenta Baia,Pimentiscinho,72
230441,Durval Hélton Vieira Aldair,Vieiraldo Junior,72
230448,R. Nicholas Porfírio Jardim,Porphirinho,72
230452,Alessandro Nuno Vaz Laranjeiras,Alessinito,72
230461,Manuel Leonardo Conceição Paes,Leordinho Paes,72
230478,Jairo Ralph Resende dos Santos,Jairinhazo,72
230479,Jessé Martin Ledeiro Serra,Jessé Ledeiro,72
230484,Adrián Guto Negrão Bastos,Adrián Burnabão,72
230516,Paulao Paulo Junqueiras Couto,Paulao Junqueiras,72
230521,Nilson Rafael Vilela de Brito,Nilsito Vilela,72
230530,Hugo Adryan Rubiães Chaves,Hugo Rubiães,72
230665,Gustavo Affonso Sauerbeck,Gustavo Sauer,72
231077,Martin Frýdek,M. Frýdek,72
232514,Horacio Gabriel Carabajal,G. Carabajal,72
233075,Jon Ander Garrido Moracia,Garrido,72
233982,Vágner Joshua Corraldo Santoso,Vágner Corraldo,72
234028,Rômulo Roberto Calsede Caiado,Rômulo Calsede,72
234458,Carlos Gustavo David Quintana,C. Quintana,72
234618,Jeferson Fernandes Macedo,Perdigão,72
234966,Sebastián Hernández Mejía,S. Hernández,72
235176,Cristian Oscar Bernardi,C. Bernardi,72
236075,Enzo Diogo Merques Gomes,Enzo Merques,72
236076,Marlion Gustavo Simões Paiva,Marlion Simões,72
237109,Oleksandr Karavaev,O. Karavaev,72
239875,Roberto Jesus Machado Beto Alves,Bebeto,72
241166,Sergiy Rybalka,S. Rybalka,72
241990,Omar Fernández,O. Fernández,72
251695,Jean Carlos Veria,J. Veria,72
251718,Bruno Vendaza,B. Vendaza,72
243715,William Saliba,W. Saliba,71
242816,Ricard Puig Martí,Riqui Puig,71
234108,Gonzalo Maroni,G. Maroni,71
239970,Paulo Henrique Sampaio Filho,Paulinho,71
245388,Jean-Clair Todibo,J. Todibo,71
244389,Fernando Dos Santos Pedro,Fernando,71
247185,Ante Palaversa,A. Palaversa,71
231089,Ibrahima Sissoko,I. Sissoko,71
241390,Eljif Elmas,E. Elmas,71
243245,Orkun Kökçü,O. Kökçü,71
244778,Francisco Mota Castro Trincão,Francisco Trincão,71
221600,Matt Clarke,M. Clarke,71
225502,Kevin Balanta,K. Balanta,71
229682,Dael Fry,D. Fry,71
230681,Giuseppe Pezzella,G. Pezzella,71
234505,Evander da Silva Ferreira,Evander,71
235673,Dario Maresic,D. Maresic,71
243014,Bryan Mbeumo,B. Mbeumo,71
247204,Emerson Leite De Souza,Emerson,71
212516,John Souttar,J. Souttar,71
225668,Karlan Grant,K. Grant,71
225793,Ben Godfrey,B. Godfrey,71
226508,Greg Taylor,G. Taylor,71
234032,Lluis López Marmol,Lluis López,71
234112,Domilson Cordeiro dos Santos,Dodô,71
235658,Victor Nelsson,V. Nelsson,71
235794,Eberechi Eze,E. Eze,71
237156,Moussa Wagué,M. Wagué,71
237642,Raoul Petretta,R. Petretta,71
238041,Tyrell Malacia,T. Malacia,71
241202,Patson Daka,P. Daka,71
222573,Andres Tello,A. Tello,71
226108,Filippo Romagna,F. Romagna,71
226677,Juninho Bacuna,J. Bacuna,71
228675,Dmitriy Barinov,D. Barinov,71
231628,Rafael Mir Vicente,Rafa Mir,71
232708,Milton Nahuel Valenzuela,M. Valenzuela,71
233411,Claud Adjapong,C. Adjapong,71
239475,Jonathan González,J. González,71
241130,Ignatius Ganago,I. Ganago,71
242664,Alexis Saelemaekers,A. Saelemaekers,71
244204,Nikola Katić,N. Katić,71
245209,Michal Sadílek,M. Sadílek,71
222045,Craig Halkett,C. Halkett,71
223978,Manuel García Alonso,Manu García,71
225034,Michele Somma,M. Somma,71
229606,Victorien Angban,V. Angban,71
230978,Taiwo Awoniyi,T. Awoniyi,71
231113,Zelimkhan Bakaev,Z. Bakaev,71
237985,Kevin Danso,K. Danso,71
238497,Marvin Spielmann,M. Spielmann,71
239580,Gleison Bremer Silva Nascimento,Bremer,71
239718,Hassane Bandé,H. Bandé,71
240561,Giannis Bouzoukis,G. Bouzoukis,71
241162,Joseph Paintsil,J. Paintsil,71
241176,Lucas Vera,L. Vera,71
243988,Alejandro Díez Salomón,Álex Díez,71
244270,Nikola Moro,N. Moro,71
245240,João Diogo Alves Rodrigues,Kikas,71
